id	annotation	C6_chemical_A1	C6_chemical_A3	C6_chemical_B1	C6_chemical_B2	C6_chemical_B3	C6_chemical_C1	C6_chemical_C2	C6_chemical_C3	C6_control_A1	C6_control_A3	C6_control_B1	C6_control_B2	C6_control_B3	C6_control_C1	C6_control_C2	C6_control_C3	L4_chemical_A1	L4_chemical_A2	L4_chemical_A3	L4_chemical_B1	L4_chemical_B2	L4_chemical_B3	L4_chemical_C2	L4_chemical_C3	L4_control_A1	L4_control_A2	L4_control_A3	L4_control_B1	L4_control_B2	L4_control_B3	L4_control_C2	L4_control_C3
LQ03X025510	Axial regulator YABBY 1	5.426945322	5.475937211	5.253093664	5.388907005	5.316322153	5.685787987	5.184612851	5.073774566	5.757700704	5.570228781	5.293905525	5.4088319	5.280242162	5.972539914	5.550833076	5.330208705	5.529854704	5.498714611	5.902778948	5.547438137	5.06652624	5.39531425	5.463266844	6.080261202	5.603944096	5.523447589	5.282348028	6.048066043	5.799197306	5.539147949	5.167272954	5.411593749
LQ03X025550	Vacuolar-processing enzyme	4.669532877	5.09784243	4.982990144	4.950480145	5.462059312	5.364369837	5.041097877	5.063641661	4.863976462	4.78614598	5.504880854	5.056554517	4.963171091	5.397677514	5.135242369	5.241189969	5.310508152	5.014964362	5.237150798	5.369087826	4.807784992	5.171573395	4.928657124	5.536314149	5.104521432	5.055384844	5.388523847	4.998090129	4.942911205	5.254098521	5.00129881	5.408759355
LQ03X025560	Putative UPF0551 protein C8orf38 homolog, mitochondrial	8.620074017	9.810410133	7.77459639	8.439321539	9.095011632	8.625815854	8.320225436	8.888652405	9.337776965	10.06188245	9.018171529	9.415359735	9.772305045	9.13784028	9.037008754	9.65791615	8.591398001	8.53745118	10.04813833	8.072990442	8.558959887	8.979772307	8.58146044	8.643030243	9.599711113	9.283479003	10.09025558	8.046450521	9.347134495	9.333591567	9.138798542	8.684320864
LQ03X025570	Heat shock protein STI	6.480681208	6.037730459	5.86405855	6.824759468	5.803207894	7.034805016	6.901272686	5.84367668	6.466995262	6.934355138	6.030111706	6.361729487	6.277565432	6.053231508	7.150977697	6.118751656	5.688672253	6.180982388	6.39379707	6.187392713	5.430860234	6.216527906	5.31360635	5.871668503	5.756756825	5.850817953	5.799895892	6.54041767	5.371352777	5.53297336	5.335744015	5.850229873
LQ03X025580	Elongation factor G, chloroplastic	6.029584466	6.299356273	5.765131858	6.438597112	5.629609745	6.2084094	6.989324093	5.837441362	5.858078292	6.59087924	6.020398254	6.16970469	6.01006839	6.046030762	7.787164384	6.230790435	5.789534437	5.902118226	6.048204097	6.093192335	5.111292507	5.877817497	6.177897593	6.318579911	5.958661249	5.926893951	6.590498802	7.178098276	6.043180732	6.251200649	5.279947309	5.977670584
LQ03X025590	21 kDa protein	8.307102459	6.821267892	6.787608024	5.578618758	6.978712138	5.624260614	5.698282504	5.472771245	8.299472557	6.501809046	7.965715838	6.72719676	7.553762253	6.169822128	5.387808628	5.350728648	7.711190575	8.491009724	6.553367351	9.06558178	6.684977293	6.925385403	5.480178242	5.206872534	7.287529258	7.20057312	6.459201785	7.315844215	6.415755789	5.657460848	6.473760943	5.645923521
LQ03X025600	Putative 21 kDa protein	4.940943667	4.850812222	5.040277919	4.795640208	4.756102847	5.038858785	4.648009523	4.750104084	5.195173533	5.102852964	5.117029537	4.967160386	5.017878199	5.033395173	4.701323116	4.763785733	4.872483074	4.998391476	5.395208661	4.713892569	5.102480318	4.667689288	5.299902702	5.103656401	4.832986229	4.904104483	5.419188576	4.971435966	4.944029047	4.907077744	5.180542387	5.791610635
LQ03X025640	Chromatin structure-remodeling complex protein BSH	11.34968846	11.58631097	11.63268373	11.84671761	11.67972964	12.31518284	12.56521782	12.59505487	11.49884549	11.62160351	11.63757872	11.90699241	11.55549334	12.36339657	12.76328677	12.60908856	11.31908381	11.08911372	10.65272145	11.64479886	11.48798592	11.73390157	13.03658581	12.95767373	11.10913051	11.27431462	10.86918623	11.66934672	11.75487553	12.0921685	12.80427925	12.87825171
LQ03X025650	Putative 21 kDa protein	5.454794793	5.309721287	5.267405327	5.414397129	5.133363087	5.043831457	5.46198284	5.332264183	5.002527491	5.661864385	5.535134255	5.594230836	5.30037345	5.175919906	5.456349061	5.687184875	4.869826259	5.435812685	5.749231935	5.71543205	5.156922399	5.721896546	4.73267362	4.612835483	5.708119945	5.564628518	5.581268648	5.087966722	5.679994863	5.182005758	4.675130832	4.949274467
LQ03X025660	Putative 21 kDa protein	14.11137058	13.8328558	14.1605175	14.55396208	14.48668162	13.60840958	13.5664095	14.341524	13.27283491	13.01429671	13.52473343	14.11769532	13.18004387	13.39160682	13.61408006	14.01090485	14.68437079	14.38833347	14.14713938	13.55942006	13.97090005	14.48176938	13.52040236	13.35312725	13.78987806	13.17466721	13.79719784	13.83066441	12.94335548	13.1698939	12.85825092	12.68331803
LQ03X025670	21 kDa protein	9.511908601	10.04704751	10.06758105	10.81582751	11.31356907	10.76247836	10.78957123	10.64280781	9.117881221	9.758178405	9.252650778	10.27459467	9.974300894	10.35151622	10.82229707	11.48626977	10.90539517	11.36992364	11.07256479	11.14824003	10.37253454	9.614874242	10.22288675	10.29897947	9.385114904	9.124841066	10.24805904	9.441731116	9.236602474	9.69201997	10.42246214	9.730617573
LQ03X025680	Putative uncharacterized protein	12.55210397	12.93817394	12.76512354	13.49294775	13.16896628	13.71528313	13.81771458	13.90140717	12.76473136	12.9641114	12.58036772	13.40528499	13.2136435	13.68969677	14.10579034	13.77215778	12.28450601	12.27975915	12.77273834	12.39989714	11.96844156	12.71220538	13.08513883	13.24837192	12.16697944	12.21912836	12.85633116	12.51891428	12.01236581	13.08329249	13.08794687	12.72577636
LQ03X025690	Translationally-controlled tumor protein homolog	10.30566463	11.28569225	10.47914382	10.42349282	11.65405795	9.639862946	9.541187719	9.738511907	10.97820517	11.71653873	11.53021637	10.6637456	12.26655566	9.894940276	9.670022074	10.38392208	11.80447431	10.25246755	12.49413252	11.95093304	11.28926805	12.28494756	11.09327426	10.53020129	11.39424151	10.72404598	12.00238187	11.61014436	10.87879764	11.25815755	10.45080543	11.07730275
LQ03X025700	Putative Hsc70-interacting protein	13.93820553	13.54721206	13.71743883	13.9374998	13.21709695	14.40046788	13.68358409	12.5758012	13.66612205	13.86629678	13.58301204	13.45278923	13.38928596	13.6140606	13.23722743	12.78949778	13.9893424	14.12156615	13.40026745	13.86257637	13.93758069	13.21435991	14.03033182	13.07842123	14.0038493	13.69875049	13.60063813	13.41471332	13.43983261	12.83687866	13.61757975	12.71152812
LQ03X025720	Predicted protein	5.679740117	5.658972911	4.874532128	5.344800545	5.412210899	5.09205699	5.271144389	4.942873156	5.190477963	6.833028796	4.974075785	5.146894173	5.120043552	5.02246836	6.251275723	5.191499533	5.124681819	5.219679601	6.343886996	5.029983776	5.005104094	4.716923284	4.72954423	4.66581505	5.093814955	5.097346393	5.511940377	5.239729951	5.85347463	4.928893927	4.907833477	5.290655074
LQ03X025820	Primary amine oxidase	5.220115019	5.133664723	5.070343112	5.741983925	5.224165717	5.600175587	5.980909681	6.077893913	5.052955363	5.074511023	5.226957809	5.646183091	5.219932652	5.970268238	6.653011033	5.753211934	5.144383312	5.278610185	5.048015581	5.522408306	5.034099099	5.11507315	5.390645848	5.228025455	5.102058432	5.097921796	4.963122052	5.993644884	5.388558838	5.23008097	4.952503555	5.311858439
LQ03X025840	UDP-glucuronate 4-epimerase 3	10.55154988	8.795164184	10.99194538	10.30397938	11.05408003	9.415401047	9.537357969	9.387627014	10.3790375	8.967618891	10.89293578	10.88984246	11.23633557	9.792058498	8.15936972	9.835686646	8.022600064	10.25970047	9.270546883	11.34259094	12.16565226	10.03151482	9.814918587	9.50654316	9.11762816	10.5801677	9.799207516	10.18617374	11.0335629	10.08538467	10.35103685	9.411566537
LQ03X025880	Probable calcium-binding protein CML13	14.18097606	14.4362862	14.19351247	14.17982769	14.05792814	12.22012085	12.16811827	11.94095831	14.31053798	14.64716534	14.5794292	13.84892877	14.4062949	12.31120837	12.48088167	12.19832721	13.52143993	13.81761935	13.83261932	14.23927343	13.83609649	14.51483086	11.78179371	11.9126935	14.3841832	14.36618164	14.16845016	14.19117556	14.02964404	13.59866043	11.8769689	12.3690866
LQ03X025890	Putative Leucine-rich repeat receptor protein kinase EXS	10.12897995	10.63343387	10.20474742	9.916017175	10.48792461	9.215775377	9.079600148	9.456264536	10.50920702	10.13565069	10.8313422	10.28845821	10.78439526	9.657573982	9.830734947	10.10248753	9.265623007	10.8015214	10.34743083	10.34497673	10.76318518	11.96969844	10.08976394	10.3239697	11.15024103	11.75872212	11.13843507	11.30728069	11.46481708	11.53523242	10.18496679	10.84419651
LQ03X025900	Putative transferase C1orf69 homolog, mitochondrial	5.193544063	5.387183397	5.097837631	5.576910065	5.461034456	5.835212496	5.67946245	5.426999234	5.288967568	5.786727408	6.022842403	5.387882406	5.355692915	5.667210216	5.846548357	5.427493347	5.178050167	5.545507593	6.231552037	5.386945515	5.469210867	5.892471225	5.833130964	5.775786822	5.715872846	5.35891405	6.168340764	5.54347565	5.88780712	5.658392127	6.122742752	5.428587461
LQ03X025930	Putative uncharacterized protein	7.138448827	7.407357943	7.424373444	6.604773428	7.375236342	6.53954974	6.306757287	6.806225411	7.328738266	7.159846344	7.140981817	6.951431137	7.499118465	7.225283584	5.957060998	6.657160662	6.996544888	7.321440541	8.207922907	7.588197068	7.298135464	7.44066921	7.342197607	8.339786392	6.800808095	7.181800222	8.20371416	7.021416885	7.195180188	7.267926431	7.589760785	7.981734939
LQ03X025940	Probable S-acyltransferase At3g60800	11.53368312	11.58890338	11.43748234	10.52937585	11.15908025	10.35400005	10.10473682	9.616537758	11.59983794	11.40859433	11.73042001	10.85850033	11.2954087	10.42248487	10.41326458	9.918219622	10.88186388	11.48512637	11.20157078	11.50072997	11.36815837	11.10870381	11.03446168	10.593494	11.17301536	11.57691272	11.34484741	11.65378106	11.91971259	10.68171106	10.9205702	10.92109771
LQ03X025950	Predicted protein	4.991263872	5.240836953	5.311157196	5.249858649	4.962552326	5.042238155	4.982896981	5.219833576	4.923982504	5.020456043	5.460415038	4.941715371	4.852657397	4.949930851	5.015514854	5.160208641	5.732103688	5.489536526	5.586009964	5.543093374	5.375474378	5.308017195	5.225319209	5.516161124	5.438273189	5.354670386	5.500004048	5.336015946	5.609224239	5.263616611	5.507036345	5.168155986
LQ03X025960	SNARE-interacting protein KEULE	4.819647446	5.416482568	5.168779741	4.843184113	5.081431265	4.607701231	4.727133194	4.626452145	4.866629458	4.879100797	5.078925506	4.694314313	4.854514718	4.588152717	4.592398897	4.688018073	5.015783033	4.812733005	5.636892614	4.935782259	5.304288486	5.018677831	5.387226749	5.084300738	5.280049714	5.058915679	5.254262849	5.061233709	4.910977069	5.137263664	5.352585671	5.063345634
LQ03X025980	Hypothetical protein	4.798259124	4.746972482	5.196203021	4.743617686	5.142176985	4.914328963	5.062151978	4.668161805	5.136119013	4.670379758	5.371109387	4.997722715	4.99215421	4.834484589	4.766229999	4.624322264	5.278248608	4.817237243	4.895835478	5.074321729	5.004418516	4.789744891	5.339009956	4.867352214	4.959244497	5.002512727	4.850570315	5.320110212	5.032103683	5.129418621	4.918949598	4.659810522
LQ03X025990	Predicted protein	11.36596657	11.51830964	11.80198145	11.05787282	11.33746907	10.06280303	9.779744216	9.395622789	11.76259515	11.45836328	12.15684925	11.16573683	12.02285924	10.30274655	9.480394593	10.1850837	10.58078485	10.8106815	10.71868045	11.53426891	11.84501715	10.7628242	9.940975131	9.015097721	11.33645439	11.2816495	10.97622596	11.45162116	11.79740318	10.21762057	9.727508219	9.561088285
LQ03X026000	Putative C-4 methylsterol oxidase DDBG0269788	13.33589847	12.95831552	12.73791644	12.37578911	12.29172593	11.94219073	11.92610986	11.16948745	13.26383071	13.00686619	12.66888617	12.50910311	12.35949013	11.86086904	11.93295195	10.99069778	13.06845418	12.75147884	13.00665989	12.45692254	12.45565796	12.40492866	10.4499942	11.17822142	13.10742963	13.22049598	13.23095417	12.30724257	12.97926652	11.78324107	10.64640272	10.87070254
LQ03X026030	Putative uncharacterized protein	7.716594586	7.539935178	8.467963996	9.012597607	9.605388619	9.103565211	9.518465833	8.64896926	7.982516473	7.338469413	8.51986507	9.66071364	9.6085064	9.843234723	10.1624096	10.15496023	8.030312576	6.607902872	7.849817605	8.168524198	7.597869967	8.014875019	8.151326136	10.53473468	7.688676191	6.740476457	8.573678973	8.460637917	6.621157193	10.16497025	8.808988227	10.04445873
LQ03X026040	Predicted protein	5.615048856	5.551247886	5.531607033	5.314834445	5.043000395	5.635445436	5.372933834	5.041070686	5.238849838	5.26345632	5.495735982	5.223593039	5.229347878	6.23818619	5.325838977	5.549916186	5.396212837	5.301120032	5.881225285	5.332755154	5.409569177	5.140645017	5.618075776	5.751551177	5.530853279	5.472495675	5.631855724	5.157592826	5.279287571	5.200128656	5.488074639	5.765618304
LQ03X026050	Putative General transcription factor IIH subunit 5	5.105786075	5.222023868	5.779964422	5.472599156	5.666376048	5.557924409	5.760986474	6.117842127	5.305454659	5.103116271	6.265179369	5.451592192	5.470290782	5.974921651	5.586569009	6.009400438	5.19566383	5.42531049	5.327661636	5.492352847	5.814200052	5.43972331	5.404624627	5.29815973	5.374923678	5.45630493	5.336057715	5.267287901	5.439611816	5.557433108	5.854110081	5.288440182
LQ03X026060	ATP-dependent Clp protease proteolytic subunit-related protein 2, chloroplastic	6.02387459	5.602354075	5.948967188	6.31266367	5.998981555	6.572027845	6.303396015	6.393847488	6.013628986	6.47203187	6.442240761	5.900450731	6.305941282	6.467263017	6.682079384	6.453096029	5.827192924	5.63129297	5.327247884	5.642446277	5.429535412	6.294961773	5.546593442	6.210885559	5.969725981	5.503078826	5.388482565	5.77521861	5.531018389	6.128373755	6.436684586	6.581390464
LQ03X026070	DNA binding protein, putative	11.18558348	11.75469741	9.674232381	9.925017888	10.12729806	11.13482208	10.58536507	11.11003396	11.65983309	11.88378494	10.43737421	10.26505829	10.04931985	11.19697064	10.54711043	11.55771415	11.46192519	11.08744027	12.26234719	10.19593759	10.27034477	10.85751574	10.48154215	10.77712168	11.85721666	11.70487318	12.3119953	10.00544004	9.875464952	10.71501285	10.52911548	10.81697312
LQ03X026090	Putative ATP-dependent Clp protease ATP-binding subunit clpA homolog	5.455622868	4.856172535	5.447262657	5.257560406	4.775001879	5.113891412	5.180714732	5.130037577	5.24947303	5.232004932	4.939285513	5.482464204	5.416914977	5.576085159	5.379962768	5.138481337	5.026189189	5.268919056	5.34336562	4.974652484	5.031723285	5.17137012	5.669742748	5.266440868	4.957361438	5.423910415	5.060418791	4.868137131	5.272067513	5.266341464	5.407608971	4.761728876
LQ03X026130	Armadillo repeat-containing kinesin-like protein 3	5.29350925	5.335035709	5.731628616	5.462374952	5.149512955	5.067772767	5.28115516	5.256632271	5.246525729	5.224083964	4.956771808	5.617801707	4.993632701	5.463708958	5.380154704	5.014301616	4.777646777	4.9882726	5.630544075	5.375857532	5.068805824	5.167434991	4.781343384	5.214545273	5.208898407	5.300312108	5.680854025	5.383190995	4.658384476	5.312587988	5.125372543	5.52964426
LQ03X026140	Zinc finger A20 and AN1 domain-containing stress-associated protein 7	4.724359323	4.757411723	5.574233971	4.659293418	4.803556496	5.059918027	4.786797008	4.986065264	4.72212752	4.695197381	4.95245412	4.864250409	4.818601881	5.081246106	4.858671114	5.33205904	5.022194289	4.727330173	4.883547695	5.113101262	5.293552706	4.830703981	5.018386021	6.015960667	5.05542403	5.126691047	4.855474481	5.280656749	4.891089691	4.851272001	4.995832659	5.774357227
LQ03X026160	Ycf49-like protein	13.1147306	13.19622069	13.43881687	13.33161409	13.14049581	13.64437946	13.7200541	13.31936521	13.22846731	12.55825496	13.45630063	13.2526497	13.31295322	13.91054702	13.39807021	13.48159825	12.89813575	12.86915743	12.6894499	13.25128359	13.79785155	12.69919976	14.27191787	13.96454687	13.08688827	12.79043192	12.88821063	13.25915658	13.68703874	13.21910104	14.4198557	13.81974824
LQ03X026190	Putative TVP38/TMEM64 family membrane protein slr0305	10.05380888	9.823125999	9.792096191	10.54714927	9.340461307	10.36555997	10.21025127	10.3902556	9.95068763	9.967090478	9.90106071	10.43399612	9.394069739	9.976310931	10.09765008	9.982508303	10.45300632	11.20198753	10.34869672	10.31114035	9.762768982	9.887298764	9.994371433	8.509979805	10.1379036	10.87912756	9.874435019	9.838280634	9.510537027	9.904741584	10.19033856	8.719044496
LQ03X026200	Probable LRR receptor-like serine/threonine-protein kinase At1g12460	10.99879099	10.26549663	10.70836665	11.6050497	10.91753428	9.617711969	9.724420223	9.476945446	11.11305196	10.60863424	11.11547084	11.54999015	11.68205066	9.871608504	10.18132718	10.05467159	10.47787553	10.19193294	11.1778419	10.12140551	10.51212753	11.35811508	8.762072972	8.962279302	11.09390492	11.12069461	11.0338355	11.18514052	10.86366316	10.99899593	9.152576969	9.034791728
LQ03X026210	Probable aminotransferase ACS10	11.28498114	11.10827935	11.80267437	11.65400811	11.66788845	12.69181222	12.85270672	13.58683601	11.20844477	10.95998024	11.7138087	11.83629254	11.54321503	12.85300459	12.77387821	12.96522292	11.11376517	11.84401721	11.38181965	11.76551973	11.97305844	11.56392729	13.3562982	13.64868405	11.35076184	11.8519444	11.23296049	11.82257927	11.71638998	11.94494581	13.41823891	13.83215755
LQ03X026220	Putative uncharacterized protein	9.843859461	9.822162256	7.789970644	7.755261151	7.810872855	7.264273444	6.814712419	5.869034314	9.508206743	10.29268735	7.360059545	7.476797838	7.258325059	7.255398094	6.79427826	5.909128449	9.133848941	8.710670024	10.54188094	7.602025432	7.42527116	7.904703182	5.757637524	6.788220084	9.664790815	9.764965607	10.82516483	6.838368104	7.110825059	6.036075394	6.663908891	6.163402764
LQ03X026250	Putative Solute carrier family 35 member E2	5.958165848	6.194311834	5.693134594	6.197876939	5.829021863	5.654077977	5.658345928	5.645755437	6.12195225	5.970484908	6.306507631	5.904256444	5.747432935	5.798787845	5.88797633	5.775344395	5.40394597	5.457375022	5.191287567	6.082285954	6.100868387	5.473160357	5.725763461	5.99785442	5.396317245	6.189501656	5.606666335	5.509528121	6.123455305	5.950786948	5.379729452	5.554898723
LQ03X026260	Putative uncharacterized protein	11.73657919	13.06441807	6.890535576	7.182349762	7.76679109	8.87828703	9.190507312	9.042386534	12.25450254	12.99595697	9.119060378	7.708374211	7.059009128	9.368540607	8.87599344	9.593125684	12.71600835	11.64409749	12.95703148	8.999207218	9.859243799	10.71635007	9.933053814	9.111223209	12.78684369	12.1044896	13.10651588	8.052332627	8.686626442	8.311859888	10.00332156	8.575484088
LQ03X026310	Putative Copper chaperone for superoxide dismutase	13.48288473	14.12740854	13.61062183	12.55189459	13.19340261	13.03820368	12.5851901	13.08779569	13.74236138	13.81637194	13.57965149	12.88702981	13.51430061	12.89054517	12.36628849	12.89623083	13.80155012	13.14112393	13.36068893	13.46613761	13.20820123	12.89647924	13.03602641	13.15355652	14.08455198	13.24540033	13.78927149	13.43008504	12.76381019	13.23002653	13.2474358	13.43211705
LQ03X026350	Predicted protein	5.088185411	5.338359752	5.465798527	5.300839763	5.308371827	5.432765204	5.42042233	5.314167358	5.017848865	5.113173886	5.661333257	5.179251706	5.245773164	5.579213826	5.19870891	5.470826142	5.653632082	5.516723291	5.259327722	4.937891381	5.061354362	5.09890574	5.067129784	6.010000209	5.339852388	5.421506035	5.14667423	5.154795012	5.343570734	5.139017082	5.485639759	7.037358063
LQ03X026360	Predicted protein	11.34719421	11.35086662	10.41925867	11.35049239	11.0459623	11.69082818	11.55606457	11.82966372	11.63868109	11.13434417	10.65453259	11.34219478	11.31481622	11.75835962	11.62944953	11.67536191	11.44145381	11.70814002	11.59145223	10.71243836	11.12654317	11.63260959	11.15455305	11.05165778	11.68669742	11.85265886	11.87053003	11.28433733	11.45815108	11.675849	11.23492923	11.33793008
LQ03X026380	Putative Transcription factor bHLH120	9.292934522	9.482389411	7.835285682	8.488291339	8.658690092	9.301196097	9.923323625	9.879731429	9.36420623	10.03931707	8.31829941	9.037262994	9.017187221	9.757543038	10.43731832	10.07779514	9.207447876	8.921963164	9.542659959	7.894234329	7.002767085	8.325558421	10.12567659	9.602829507	8.907941838	9.133889785	10.3173053	7.26501603	8.243945729	9.552692622	9.777324405	9.936341743
LQ03X026400	Putative Glyoxylate reductase	10.49218926	11.24111765	10.36449448	9.203263901	9.983783084	9.357088439	9.497927405	9.882748821	10.61563294	11.3035718	10.27601797	9.332901754	10.24579315	9.671994946	9.654044171	9.984920609	10.9917521	11.20826872	11.72246196	11.41172628	11.09673549	10.76662537	11.34782233	11.50185932	11.14604474	11.07577494	12.09101289	11.17384385	11.50363143	10.57519306	11.41454335	11.65490183
LQ03X026420	Leucoanthocyanidin dioxygenase	15.28339701	15.2961232	13.81955532	10.07627282	11.81802278	10.00814744	8.569289005	9.655198603	14.68173187	14.63444844	13.95633098	10.89510699	11.05707097	9.701895048	9.603297196	9.42129993	14.68477206	13.56631082	14.30974461	13.33354285	12.92887576	13.23667688	9.703573446	9.415481366	15.23538372	13.69956373	13.58327976	11.03388694	12.79251147	8.625734486	8.342867325	6.961973215
LQ03X026460	Protein FIZZY-RELATED 2	11.59296801	11.60017977	12.12459877	12.10762577	11.88835607	11.88621275	11.86600385	11.76742981	11.60119309	11.72036743	12.14912622	12.17189214	12.16864694	11.82443373	11.88163798	11.75039918	11.97765622	11.70355123	11.03308219	12.10845123	12.11111166	12.28514459	11.50980763	11.82364363	11.79842261	11.63955959	10.76192199	12.33030567	12.26113149	12.19937284	11.33824851	11.67632583
LQ03X026470	Putative uncharacterized protein	8.90863345	9.908060921	9.541563586	8.080781739	9.118740948	8.688804153	8.247102775	9.196790099	9.253296661	9.646038471	9.644989038	8.476970582	9.483331887	8.964336245	8.40007038	9.183343728	11.16116644	11.68316883	11.39732113	11.69236808	11.87632813	9.470733157	10.4904314	10.58739596	9.367352363	9.649274988	11.31625142	10.57324878	10.74659065	9.775421029	10.85516858	10.91026864
LQ03X026480	Agamous-like MADS-box protein AGL19	4.419596892	4.734096984	4.652297152	4.506963314	5.024558603	4.686332833	4.440101925	4.821529522	4.569290677	4.404347065	4.965250375	4.62786778	4.855953514	4.731806831	4.48478171	4.776473136	4.680772288	4.809686532	4.950961143	4.85521851	4.863976768	4.69411134	4.944207187	5.51692223	4.495802819	4.774338426	4.88443709	4.725915648	5.147727506	4.670884431	5.291593678	5.506341636
LQ03X026490	Putative uncharacterized protein	6.089278766	5.584287258	5.987800362	6.089985982	6.217764683	6.002113775	6.070024942	6.229365994	6.04089613	5.992350992	5.774271357	5.943741296	6.380379718	5.838287383	6.205843776	6.405850972	5.717144244	6.027308285	5.794902916	6.421626633	6.518638037	5.779198458	5.905901096	6.377957682	5.61761566	6.058249225	6.025212402	6.182476408	6.141555099	6.321647016	6.177361348	6.311985554
LQ03X026500	Homeobox protein knotted-1-like 7	4.806050807	4.877504729	4.776485242	4.712643115	4.607435343	4.665841573	4.682264694	4.99297478	4.721799774	5.099745307	4.715285925	4.659786667	4.875497669	4.666808127	4.666025052	4.858250274	4.815121092	4.604083076	4.829844802	5.088411419	5.070757812	4.918307141	5.079884114	5.169578435	4.66735602	4.971591512	4.794164539	4.949542548	5.277931615	4.698670935	4.964328084	4.877291771
LQ03X026520	Probable rhamnose biosynthetic enzyme 1	13.78271603	13.55576704	13.31860364	13.1945157	13.24104769	12.04998297	11.76653321	11.64508847	14.02496354	13.86722409	13.77674983	13.22695052	13.73356789	12.27072983	12.05738237	11.76137598	12.75028705	12.80308184	13.56274644	13.40284002	12.98160298	13.7006759	12.02871756	12.02792376	13.68936856	13.60922891	13.69856626	13.24768151	13.64461789	13.16071041	12.07616267	12.40340221
LQ03X026550	Eukaryotic translation initiation factor 2 subunit alpha	5.129894253	4.894405938	5.361198164	5.537218669	5.372133509	5.578155719	5.627828059	5.401613265	5.366484852	6.209092113	5.638780051	5.431244641	5.280305688	5.053330761	7.026410989	5.774996932	5.019653209	5.211910836	5.075965938	5.360761597	5.678042047	5.575257344	4.781208725	5.883403292	5.294655166	5.163782507	5.508172679	4.673438661	5.388004925	5.223678633	5.212089126	5.492827863
LQ03X026580	Putative Transcription factor TCP9	12.01561166	11.61113295	12.55007278	11.77658494	12.39133263	10.7442822	10.84960743	10.68461965	11.67597582	11.54400746	12.25390522	11.6860905	12.22283218	10.85933206	10.99460237	10.90873537	10.94971996	11.80332982	11.87564079	12.60715642	12.7805845	12.16881194	12.88899946	12.30826094	11.75146845	11.88197641	12.36613309	12.76968696	13.05371458	12.0653578	12.40598449	12.45192511
LQ03X026590	Hydroxymethylglutaryl-CoA synthase	13.18003746	13.03090896	12.35082344	11.57794821	11.92061957	10.90106988	10.94172535	11.40266708	12.85445221	13.34490035	12.30757891	11.36234289	11.82166976	11.28253394	11.39917987	11.26343647	12.45406321	12.53642582	12.85805895	11.66590299	11.71472586	12.90401684	11.52292067	11.63385872	13.35904821	13.27246993	13.34873443	11.72226967	12.43661495	12.44639493	11.69216893	11.86593778
LQ03X026620	Uncharacterized membrane protein At1g63010	5.624759436	5.445936645	5.689144294	5.386028358	5.924171203	5.580495663	5.650497354	5.2820047	5.512737682	4.961225183	5.96880298	5.608573214	6.056548561	5.882513391	5.352840562	5.608806722	5.25474454	5.657371686	5.012157058	5.435020616	5.39632604	5.900480922	5.72688067	5.48955751	5.387244506	5.629235815	5.515792759	5.266533868	5.261614218	5.733846085	5.484163139	5.27429552
LQ03X026640	DNA-directed RNA polymerase	8.216609354	7.672977371	7.261742285	7.487862924	6.721685284	7.42006291	7.115346688	7.275901464	8.089386422	6.56236498	7.100662933	7.579922976	7.244870733	7.526076505	7.414750233	7.034129937	7.85416288	8.578450797	8.408361821	7.604161691	8.561758832	7.552102231	8.770736824	7.81281293	7.850377658	7.965776409	8.91324615	7.356676096	7.180984583	7.691678828	7.734084638	7.642788887
LQ03X026670	Putative Adenosine 3-phospho 5-phosphosulfate transporter 2	5.834376673	5.777774282	5.333857758	5.572031475	5.950012559	5.828607276	5.879446557	6.245701909	5.598205325	5.738022112	5.658980445	5.520337861	5.453231552	6.369953284	5.815076143	6.378295475	5.607531116	5.545563127	5.546241753	5.79376097	5.644041977	5.364531228	6.356617252	6.392015706	5.567258916	5.921434991	5.472869383	5.828182679	5.774840802	5.33741179	6.419651088	5.583233993
LQ03X026740	Putative UPF0399 protein v1g245966	10.90888105	10.79177802	10.76094837	10.25278815	10.37445914	10.70737379	10.92164524	10.6035803	10.94436869	11.22611119	10.76730299	10.41611912	10.58940774	10.59933219	11.02067006	10.62915654	10.98227974	11.07864457	11.0133122	10.8388231	11.26563982	10.51221687	11.73527142	12.0408314	10.91906577	11.40648731	11.42743452	10.92282573	11.1966041	10.76594438	11.76989664	12.1650155
LQ03X026760	F-box protein PP2-A12	5.122023595	5.511600049	5.883659871	5.274828438	5.880055647	5.514015764	5.345730612	5.526677864	5.339980781	5.811253883	5.732333196	5.343114618	5.638321884	5.388235022	5.81257669	5.555434127	5.164958501	5.515547885	5.284642533	5.914023039	5.990901733	5.339287513	6.011710282	5.541675048	5.353067154	5.365890412	5.418271048	5.481280901	5.241490778	5.375132886	6.278464831	5.654342444
LQ03X026770	Scarecrow-like protein 28	12.50574686	12.92187878	10.36987184	7.837535896	8.788166047	8.585526522	8.415115407	9.098193642	11.73816174	13.39286342	10.84647317	7.696948143	8.250407878	7.778065874	8.951754342	8.575034416	12.20147672	11.87001148	13.83257772	10.27546372	9.771515788	11.86848795	9.052680953	9.879636488	12.25971492	12.85656934	13.40723226	8.879159171	8.905450947	8.754990643	9.091615776	10.0533197
